10.0,0.0030022279999999675,0.004078910090932183,0.06386634552667142,
20.0,0.002269850000000003,6.991913419500014E-6,0.002644222649381102,
30.0,0.0010459590000000034,1.1014126951319001E-5,0.003318753825055272,
40.0,5.67156999999999E-4,1.534883510038473E-10,1.238904156921944E-5,
50.0,7.993120000000005E-4,5.260479186560011E-7,7.252916093930779E-4,
60.0,0.0010674849999999974,2.096235775003118E-9,4.578466746633766E-5,
70.0,0.0014600369999999945,1.435160201630999E-6,0.0011979817200738077,
80.0,0.002400082,5.373014172759975E-7,7.330084701256852E-4,
90.0,0.0026446350000000076,7.558080617749445E-7,8.693722227992706E-4,
100.0,0.0033773680000000004,8.13525131657599E-6,0.002852236195790242,
200.0,0.013306387000000001,3.325988029123127E-5,0.005767137963603027,
300.0,0.03242528499999999,1.224939765937761E-4,0.011067699697488007,
400.0,0.06777621400000003,8.599877034861942E-4,0.029325546942660662,
500.0,0.09183617799999999,9.624816554163092E-4,0.031023888463832337,
600.0,0.1465061109999999,0.0058906467791607076,0.07675054904794303,
700.0,0.18315403700000002,0.004415088403771583,0.06644613159373225,
800.0,0.24772888699999973,0.01519950065117235,0.1232862549158354,
900.0,0.1296385189999999,0.015030705856977685,0.12259977918812776,
1000.0,0.18708056,0.029847476887614396,0.17276422340176337,
2000.0,1.3288071119999991,0.7035318230768353,0.8387680388980229,
3000.0,3.3526627469999988,2.676943673543027,1.636136813821823,
4000.0,6.392925370999996,13.191160231297708,3.6319636880477906,
5000.0,8.943840908999992,40.457736300249636,6.360639614083605,
10.0,0.0011967980000000013,9.94934029195993E-7,9.974637984388169E-4,
20.0,0.002134826999999998,7.515580290710015E-7,8.669244656087412E-4,
30.0,2.9791299999999996E-4,1.3549267143100309E-7,3.680932917495279E-4,
40.0,3.295000000000006E-4,1.7621492599999295E-7,4.197796159891437E-4,
50.0,3.393590000000011E-4,9.706728011900206E-8,3.1155622304650254E-4,
60.0,4.1003299999999937E-4,1.0885927910998925E-8,1.0433565023997754E-4,
70.0,4.192570000000008E-4,3.5373069509989214E-9,5.947526335375844E-5,
80.0,5.593320000000003E-4,4.365217143775973E-6,0.0020893102076465267,
90.0,6.882279999999983E-4,1.9901036000159824E-6,0.0014107103175407707,
100.0,7.113569999999995E-4,1.2434829315510047E-6,0.001115115658374056,
200.0,3.5346800000000007E-4,1.7426269759996801E-9,4.174478381785777E-5,
300.0,5.307820000000007E-4,5.049844759990702E-10,2.2471859647102423E-5,
400.0,9.848820000000003E-4,3.131929300760013E-7,5.596364266879E-4,
500.0,0.0011071319999999992,3.160730625760012E-7,5.622037553912293E-4,
600.0,0.001288616,4.3426042543994736E-8,2.083891612920277E-4,
700.0,0.0015174390000000015,2.276191342790045E-7,4.7709447102120615E-4,
800.0,0.0025649160000000048,6.976515468943983E-6,0.0026413094231732834,
900.0,0.010865517000000005,1.0326841289371007E-4,0.010162106715327785,
1000.0,0.009387123,3.211603027187115E-5,0.005667100693641428,
2000.0,0.12142481399999992,8.52256783455423E-4,0.029193437335391374,
3000.0,0.25270103599999977,0.008219400641274799,0.09066091021644775,
4000.0,0.44573855200000045,0.07271240585632893,0.2696523796600522,
5000.0,0.4679889930000007,0.06305269770483832,0.2511029623577514,
10.0,4.827280000000006E-4,1.5704565840159974E-6,0.0012531785922269808,
20.0,2.6100400000000115E-4,8.515033984000022E-9,9.227694177853979E-5,
30.0,3.928710000000009E-4,9.876882635900232E-8,3.142750807159268E-4,
40.0,2.7316100000000153E-4,4.717059107899934E-8,2.1718791651240485E-4,
50.0,1.78581000000002E-4,1.4483254389993973E-9,3.805687111415489E-5,
60.0,2.2439600000000168E-4,3.9252503918400233E-7,6.265181874327371E-4,
70.0,2.2344700000000395E-4,5.887971190998723E-9,7.673311665114824E-5,
80.0,2.2703699999999954E-4,7.900981630999791E-9,8.888746610743155E-5,
90.0,2.4489099999999627E-4,5.801945119001512E-9,7.617050032001571E-5,
100.0,2.583089999999985E-4,1.0486693151899974E-7,3.238316407008428E-4,
200.0,4.918409999999996E-4,1.3969757190007255E-9,3.7376138363944525E-5,
300.0,0.0012261210000000028,1.6104763589918384E-9,4.013074082286344E-5,
400.0,0.0016314330000000007,3.8563529951100396E-7,6.209954102173413E-4,
500.0,0.0019824320000000006,1.0476438853759985E-6,0.001023544764715251,
600.0,0.002327155,1.2698489069749936E-6,0.0011268757282748589,
700.0,0.0031518230000000015,2.562487907671015E-6,0.0016007772823447412,
800.0,0.0032236169999999946,4.891369552311083E-6,0.002211644083552117,
900.0,0.0063269780000000005,8.969692340551557E-5,0.009470845970952942,
1000.0,0.0029384980000000016,2.46468307996007E-7,4.964557462614437E-4,
2000.0,0.001815792,1.949998467360097E-7,4.415878697790619E-4,
3000.0,7.448780000000027E-4,3.816905771159942E-7,6.178111176694655E-4,
4000.0,6.218060000000033E-4,6.69563366364002E-7,8.182685172753514E-4,
5000.0,0.007653527000000009,2.1240277292708943E-6,0.0014574044494480227,
10.0,0.01032727800000008,0.08196048230794847,0.28628741206687464,
20.0,0.002761975000000006,1.8955248932375002E-5,0.004353762617825529,
